accuracy,loss,val_accuracy,val_loss
0.584664523601532,0.6903989911079407,0.9240506291389465,0.6727732419967651
0.7124600410461426,0.6805370450019836,0.9240506291389465,0.6684884428977966
0.7156549692153931,0.6792675852775574,0.9240506291389465,0.6639655232429504
0.7476038336753845,0.6778885126113892,0.9240506291389465,0.6595513820648193
0.7507987022399902,0.6752552390098572,0.9240506291389465,0.6551851034164429
0.7507987022399902,0.6737588047981262,0.9240506291389465,0.6507923603057861
0.7731629610061646,0.6679266691207886,0.9240506291389465,0.6467361450195312
0.7380191683769226,0.6727935671806335,0.9240506291389465,0.6422873735427856
0.7507987022399902,0.6684843301773071,0.9240506291389465,0.6378356218338013
0.805111825466156,0.6644651293754578,0.9240506291389465,0.6332789659500122
0.8242811560630798,0.6626763343811035,0.9367088675498962,0.6291887760162354
0.840255618095398,0.6510321497917175,0.9367088675498962,0.6248963475227356
0.8178913593292236,0.6518368124961853,0.9367088675498962,0.620580792427063
0.8146964907646179,0.6484246253967285,0.9367088675498962,0.6162554621696472
0.7923322916030884,0.6553837656974792,0.9367088675498962,0.6116703152656555
0.7987220287322998,0.6518291234970093,0.9367088675498962,0.6075687408447266
0.8434504866600037,0.6426679491996765,0.9367088675498962,0.6028998494148254
0.8338658213615417,0.646925151348114,0.949367105960846,0.5990243554115295
0.8753993511199951,0.6386526823043823,0.949367105960846,0.5952098965644836
0.8530351519584656,0.6350077390670776,0.949367105960846,0.5908745527267456
0.8498402833938599,0.6335418224334717,0.9620253443717957,0.5868692398071289
0.8466453552246094,0.6325382590293884,0.9620253443717957,0.5828201174736023
0.830670952796936,0.6307997107505798,0.9620253443717957,0.5782126784324646
0.8178913593292236,0.6343342065811157,0.9620253443717957,0.5741782784461975
0.840255618095398,0.6287805438041687,0.9620253443717957,0.5705298185348511
0.8690096139907837,0.6137308478355408,0.9620253443717957,0.565622091293335
0.8594249486923218,0.617489218711853,0.9746835231781006,0.5612313747406006
0.8466453552246094,0.6160386204719543,0.9746835231781006,0.5563024878501892
0.8434504866600037,0.619860053062439,0.9746835231781006,0.5511389374732971
0.8274760246276855,0.6111422181129456,0.9746835231781006,0.5465112924575806
0.8881788849830627,0.5997248291969299,0.9746835231781006,0.5406970977783203
0.894568681716919,0.5919017195701599,0.9746835231781006,0.5342115759849548
0.8785942196846008,0.593974769115448,0.9746835231781006,0.5279234647750854
0.894568681716919,0.5891481041908264,0.9746835231781006,0.5215993523597717
0.8817891478538513,0.5822130441665649,0.9746835231781006,0.5146762132644653
0.8817891478538513,0.5833678841590881,0.9746835231781006,0.5082201957702637
0.8530351519584656,0.5858972072601318,0.9746835231781006,0.5014473795890808
0.9041533470153809,0.5649830102920532,0.9746835231781006,0.49467742443084717
0.8913738131523132,0.5729790329933167,0.9746835231781006,0.4882589876651764
0.8658146858215332,0.5684253573417664,0.9746835231781006,0.48139581084251404
0.8977635502815247,0.5532158017158508,0.9746835231781006,0.4743134677410126
0.8817891478538513,0.5632287859916687,0.9746835231781006,0.46769073605537415
0.8785942196846008,0.5676952004432678,0.9746835231781006,0.46169647574424744
0.9073482155799866,0.5466814637184143,0.9746835231781006,0.45533618330955505
0.920127809047699,0.5282393097877502,0.9746835231781006,0.4473370313644409
0.9009584784507751,0.5294349789619446,0.9746835231781006,0.43879932165145874
0.9009584784507751,0.5318323373794556,0.9746835231781006,0.43071404099464417
0.9041533470153809,0.5289170145988464,0.9746835231781006,0.4235307574272156
0.9009584784507751,0.5213366150856018,0.9746835231781006,0.41466522216796875
0.894568681716919,0.5218875408172607,0.9746835231781006,0.4077085554599762
0.9105431437492371,0.5027259588241577,0.9746835231781006,0.4004136919975281
0.920127809047699,0.5098958611488342,0.9746835231781006,0.39247459173202515
0.9073482155799866,0.5090664029121399,0.9746835231781006,0.3852730691432953
0.9009584784507751,0.5064193606376648,0.9746835231781006,0.3777937591075897
0.9009584784507751,0.504843533039093,0.9873417615890503,0.37049850821495056
0.9105431437492371,0.4893074333667755,0.9873417615890503,0.36356687545776367
0.9329073429107666,0.4733409583568573,0.9873417615890503,0.355070561170578
0.920127809047699,0.4707251489162445,0.9873417615890503,0.3467910587787628
0.8977635502815247,0.48376765847206116,0.9873417615890503,0.339373379945755
0.9169328808784485,0.4804442226886749,0.9873417615890503,0.3321806490421295
0.9009584784507751,0.45927438139915466,0.9873417615890503,0.32492032647132874
0.920127809047699,0.45048245787620544,0.9873417615890503,0.31806448101997375
0.9009584784507751,0.4792979657649994,0.9873417615890503,0.3114871084690094
0.894568681716919,0.4656120538711548,0.9873417615890503,0.30504921078681946
0.9361022114753723,0.4365358054637909,0.9873417615890503,0.2984165847301483
0.9041533470153809,0.44957661628723145,0.9873417615890503,0.29206573963165283
0.9105431437492371,0.4381120204925537,0.9873417615890503,0.2863553464412689
0.920127809047699,0.42228323221206665,0.9873417615890503,0.28003063797950745
0.9297124743461609,0.40397703647613525,0.9873417615890503,0.2731577754020691
0.9233226776123047,0.4085772931575775,0.9873417615890503,0.26633039116859436
0.9073482155799866,0.4184955358505249,0.9873417615890503,0.25953641533851624
0.9297124743461609,0.392842561006546,0.9873417615890503,0.25331541895866394
0.9073482155799866,0.41809535026550293,0.9873417615890503,0.24772211909294128
0.9361022114753723,0.39692047238349915,0.9873417615890503,0.24200350046157837
0.9488818049430847,0.38483643531799316,0.9873417615890503,0.23600874841213226
0.9297124743461609,0.39220210909843445,0.9873417615890503,0.23016859591007233
0.9297124743461609,0.3847137689590454,0.9873417615890503,0.22547169029712677
0.9329073429107666,0.3736066222190857,0.9873417615890503,0.22047308087348938
0.9233226776123047,0.38583406805992126,0.9873417615890503,0.21657074987888336
0.9297124743461609,0.37283170223236084,0.9873417615890503,0.21201913058757782
0.9265175461769104,0.38843637704849243,0.9873417615890503,0.207973912358284
0.9265175461769104,0.35860133171081543,0.9873417615890503,0.20362912118434906
0.9265175461769104,0.34414219856262207,0.9873417615890503,0.1991959512233734
0.9265175461769104,0.3796066343784332,0.9873417615890503,0.19474206864833832
0.9456868767738342,0.33553561568260193,0.9873417615890503,0.1901472806930542
0.9392971396446228,0.3360711932182312,0.9873417615890503,0.18550416827201843
0.9297124743461609,0.3413473963737488,0.9873417615890503,0.18168319761753082
0.9169328808784485,0.37447404861450195,0.9873417615890503,0.17788098752498627
0.9424920082092285,0.32955867052078247,0.9873417615890503,0.17406205832958221
0.9265175461769104,0.33412155508995056,0.9873417615890503,0.16994333267211914
0.9297124743461609,0.3337310254573822,0.9873417615890503,0.16623881459236145
0.9361022114753723,0.3116496503353119,0.9873417615890503,0.16248048841953278
0.9233226776123047,0.317554235458374,0.9873417615890503,0.15865789353847504
0.9233226776123047,0.31866082549095154,0.9873417615890503,0.1547301858663559
0.9265175461769104,0.32558363676071167,0.9873417615890503,0.15137630701065063
0.9361022114753723,0.31052833795547485,1.0,0.14763198792934418
0.9329073429107666,0.3280830681324005,1.0,0.14452823996543884
0.9456868767738342,0.3085481822490692,1.0,0.1423048973083496
0.9361022114753723,0.2881396412849426,1.0,0.13934677839279175
0.920127809047699,0.3182615339756012,1.0,0.1361297219991684
