mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,zcr_mean,zcr_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std
0.559073923085119,0.24536644764329235,0.5813082708794151,0.4378317730060823,0.3256350381696938,0.45236686438430807,0.7098439838859281,0.6047986948631968,0.20533252758495768,0.5513902671188201,0.7416133632725265,0.28158938388084764,0.3534165814250548,0.38909082962513664,0.5177140361423812,0.5590486001538844,0.8095938919843526,0.24092493456526232,-0.1970248035606591,0.4842094120017382,0.9218408643921485,0.42364567716689827,0.5936699742730516,0.39356012114657307,0.26670063119555026,0.36037377850072794,0.3173534877559824,0.579338386695314,0.26519908366288014,0.4780018753706546,0.3669624243765366,0.45799435909199265,0.6433407804947697,0.7915457641633283,0.7045252226600436,0.7845304235881818,0.33158022731558795,0.43561983492636797,0.2179219978292547,0.5383386631369563,0.365806895222203,0.47921614548128005,0.3850625303042359,0.6985588581075709,0.34584267687041736,0.5241981178761752,0.5992716938497903,0.7729988010724228,0.4844570268930065,0.6939425278066086,0.3527267907205805,0.5653518190419279,0.4765404382881455,0.39944586972264345,0.5255730854965038,0.4002554150758335,0.5242511892845529,0.28035008084591917,0.3430968892248779,0.29270658735952726,0.37358195668540106,0.3988617958745829,0.5578414034652153,0.2310152727442712,0.16160214711094723,0.26128876054763367,0.5652040317899184,0.4639259782231168,0.6235384458709783,0.5256196078494849
